Unique_ID,Product_URL,Product_Title,Model,Colour,No_of_Ratings,No_of_Reviews,Overall_Rating,Average_Rating,Price,Storage_GB,Review_Titles,Review_Texts,Price_Category,Review_Word_Count,Price_Range,Review_Length,Review_Title_Sentiment,Sentiment_Label,Review_Sentiment,Sentiment_Num,Sentiment_Code,Model_Code,Color_Code
52,https://www.flipkart.com/samsung-sm-1207/product-reviews/itmb6a3ac1337b58?pid=MOBH4QJF99FPAPGV&lid=LSTMOBH4QJF99FPAPGVDKI42T&marketplace=FLIPKART,SAMSUNG SM 1207 Reviews,SAMSUNG,Unknown,1085.0,63.0,3.2,4.3,1499.0,-1,expected a better product moderate worthless nice bad quality could be way better very poor volume super utterly disappointed best in the market,charger working dont buy phone whole phone dimaag it waste money totally product good charging problem many problem day mobile get switch switch totally money waste mobile phone mic working not ok product battery backup nill volume issuevolume increase slow sound coming set awesome reasonable price very poor quality very good product,0-5K,52,<5K,52,Negative,0,Negative,-1,0,29,51
52,https://www.flipkart.com/samsung-sm-1207/product-reviews/itmb6a3ac1337b58?pid=MOBH4QJF99FPAPGV&lid=LSTMOBH4QJF99FPAPGVDKI42T&marketplace=FLIPKART&page=6,SAMSUNG SM 1207 Reviews,SAMSUNG,Unknown,1085.0,63.0,3.2,4.5,1499.0,-1,waste of money waste of money very good great product worst experience ever perfect product valueformoney unsatisfactory utterly disappointed not recommended at all,one number one waste productdont buy every one not working mobile day one phone charging nice mobile ok volume issue speeker demag best product nice failure piece working properly rd class quality unable charging,0-5K,34,<5K,34,Positive,2,Positive,1,1,29,51
39,https://www.flipkart.com/samsung-galaxy-f05-twilight-blue-64-gb/product-reviews/itm84a914081ab93?pid=MOBH4GTXZ9ZRQ3SU&lid=LSTMOBH4GTXZ9ZRQ3SUTOKMZJ&marketplace=FLIPKART,"SAMSUNG Galaxy F05 (Twilight Blue, 64 GB) Reviews",SAMSUNG Galaxy F05,Twilight Blue,31286.0,1783.0,4.2,4.4,7999.0,64,good quality product charger highly recommended pretty good super simply awesome really nice excellent terrific valueformoney,nice phone amazing look ui phone looks nice one thing phone charger necessary nowadays samsung provide charger unfair awesome thanks flipkart nice one superb mobile performance camera quality awesome i noticed drawback box adapter charging its must buy us vary good product valu money nice product camera quality nice phone good product,5K-10K,52,5K-10K,52,Positive,2,Positive,1,1,32,50
39,https://www.flipkart.com/samsung-galaxy-f05-twilight-blue-64-gb/product-reviews/itm84a914081ab93?pid=MOBH4GTXZ9ZRQ3SU&lid=LSTMOBH4GTXZ9ZRQ3SUTOKMZJ&marketplace=FLIPKART&page=10,"SAMSUNG Galaxy F05 (Twilight Blue, 64 GB) Reviews",SAMSUNG Galaxy F05,Twilight Blue,31286.0,1783.0,4.2,5.0,7999.0,64,wonderful classy product fabulous mindblowing purchase just wow must buy simply awesome excellent classy product wonderful,very good mobile price everything good phone hanging sometime awesome mobile segment best rate best mobile my th samsung mobilegood cameragood performance nice phone samsung best budget phone big display nice picture overall good good mobile,5K-10K,36,5K-10K,36,Positive,2,Positive,1,1,32,50
5,https://www.flipkart.com/apple-iphone-16-pink-128-gb/product-reviews/itmc2e910b4d0b1c?pid=MOBH4DQFWJVDRSHM&lid=LSTMOBH4DQFWJVDRSHMLKOVNG&marketplace=FLIPKART,"Apple iPhone 16 (Pink, 128 GB) Reviews",Apple iPhone 16,Pink,5278.0,224.0,4.6,5.0,79900.0,128,great product just wow best in the market wonderful a great upgrade from iphone 12 terrific purchase just wow perfect product highly recommended must buy,my fathers first iphonecolour awesome light weightit available gbanyways design camera awesome awesomeloved it ios always amazing just wow worth price upgraded great phone the ultramarine blue looks feels sooo good the photos dont enough justice variantyou definitely need upgrade unless apple intelligence something want live withoutcamera great though sure camera control thing cuz pretty much available onscreen uialso got great deal exchange bank offer zero co good great deal bank offer flipkartcamera excellent observed heating issue transferring data charging i used get overheating issue iphone heating issue year old iphone will post another review week usage awesome product like itfeel premium wonderfully lightweight stuff worth purchasing improved speakers seamless display incredibly cozy use one hand go teal colour,30K+,119,40K+,119,Positive,2,Positive,1,1,2,36
5,https://www.flipkart.com/apple-iphone-16-pink-128-gb/product-reviews/itmc2e910b4d0b1c?pid=MOBH4DQFWJVDRSHM&lid=LSTMOBH4DQFWJVDRSHMLKOVNG&marketplace=FLIPKART&page=10,"Apple iPhone 16 (Pink, 128 GB) Reviews",Apple iPhone 16,Pink,5278.0,224.0,4.6,4.7,79900.0,128,best in the market awesome highly recommended brilliant does the job just wow great product pretty good awesome fabulous,best phone i happy new iphone got good price good excellent product awesome perfect iphone tried well make better previous iphones go product it make disappointed good very satisfied fon go v good,30K+,33,40K+,33,Positive,2,Positive,1,1,2,36
12,https://www.flipkart.com/google-pixel-8a-porcelain-128-gb/product-reviews/itm619c078bd72f7?pid=MOBGYQ2MYWFSA3XU&lid=LSTMOBGYQ2MYWFSA3XUKOBOBJ&marketplace=FLIPKART,"Google Pixel 8a (Porcelain, 128 GB) Reviews",Google Pixel 8a,Porcelain,2588.0,241.0,4.3,4.7,34999.0,128,brilliant mindblowing purchase great product excellent super wonderful good very good wonderful fabulous,got k exchanging pixel a card discountpros camera hardware pixel a so one best takes great pictures lowlight well yrs software updates joke best display pixel series like pro battery lasts easily hrs hrz depending usage tenor g proconsmild heating sometimes slow charging charging bricksuse google pixel charger fas much premium mobile butter smooth touch display fantastic camera quality definitely beat iphone camera departmentlots play ai overall superb thanks filpkart thanks google great phone love everything fine except exchange thing exchange guys taking extra cash causing unnecessary trouble they dont approve without paying extra cash flipkart look everything perfect except things battery departmentno chargerslow chargingsmall batteryi suggest google look matter seriously upgrade pixel series present market trend otherwise fade like nokia this phone winner terms software camera design build quality it boasts premium look feel software delivers fantastic user experience however charging speed slower side keep mind fast charging priority the camera captures great details competing phones even year old performs tried moon photo night astrophotography old orange bulb trees sky could impress anyone cameras tried comparing iphone motorola xiaomi phones similar price range years ago charging speed extremely slow doesnt support lot charging adapters cables one properly find perfect cable adapter permutation its decent phone usual good performance normal usage charging seemed one concerns initial usage it took lot time charge first nongoogle chargers even hours made kind regret buying think i got defective piece but i bought google charger got know takes time adapt improve charging days talking customer executive now charging decently its couple weeks i using pixel acamera top notch design wise feels premium lightweight compact smart phone thick bezels doest hamper premium touch phone user ability so screen brightness using without issue broad daylightsound wise haptics mindblowing job like iphone super duper impressed part so battery wiseits decent enough use whole day unless heavy gaming had pixel a earlier pretty satisfied overallnot game guy used play pubg whenever i wanted play gave decent performance thoughbought pixel a weeks using phone i say one best experience using androidgo,30K+,342,25K-40K,342,Positive,2,Positive,1,1,7,37
12,https://www.flipkart.com/google-pixel-8a-porcelain-128-gb/product-reviews/itm619c078bd72f7?pid=MOBGYQ2MYWFSA3XU&lid=LSTMOBGYQ2MYWFSA3XUKOBOBJ&marketplace=FLIPKART&page=10,"Google Pixel 8a (Porcelain, 128 GB) Reviews",Google Pixel 8a,Porcelain,2588.0,241.0,4.3,5.0,34999.0,128,terrific purchase highly recommended mindblowing purchase just wow terrific purchase bad quality hated it terrific purchase terrific best in the market,not bad amazing device very good product after using month experience good overall performance perfect phone battery last day normal use nd based usages phone doesnt heat mild usages only thing battery charges slow average product trying iphone stand not good feels premium hand outstanding camera osm phone yess value money fantastic ai features nice software updates best display charging speed less good,30K+,63,25K-40K,63,Neutral,1,Positive,1,1,7,37
44,https://www.flipkart.com/samsung-galaxy-m35-5g-daybreak-blue-128-gb/product-reviews/itm1a53e8f5191db?pid=MOBH2Y7HKCYDEHFZ&lid=LSTMOBH2Y7HKCYDEHFZ8B5XNL&marketplace=FLIPKART,"SAMSUNG Galaxy M35 5G (DayBreak Blue, 128 GB) Reviews",SAMSUNG Galaxy M35 5G,DayBreak Blue,8384.0,635.0,4.4,4.8,8499.0,128,awesome mindblowing purchase perfect product highly recommended mindblowing purchase brilliant very good fabulous excellent good quality product,the camera quality awesome display also awesomethe battery life awesomebut one problem u cant heavy gamesallrounder phone too good phone bigg display ossm expressions i i gave reresentating price point k monster samsungi know u get realme poco nothing options beleive premium always premiumthis first device samsung low range os one ui faster fluid premium seres features added samsung made compromise device first timeu getting bixby bixby features generally u get high range seres best phone in budget range so good phone best product rely all rounder phone time really good phone i got kthanks flipkartcharger box i ordered flipkart back cover phonephone speaker stereo bass good sound loud clear camera super hit phone ignore critiques blindly go phone you wont get complete phone not gamers samsung outdone one ive used google pixels almost years phones samsung leagues ahead android for k commendable give os years security updates,5K-10K,148,5K-10K,148,Positive,2,Positive,1,1,36,14
44,https://www.flipkart.com/samsung-galaxy-m35-5g-daybreak-blue-128-gb/product-reviews/itm1a53e8f5191db?pid=MOBH2Y7HKCYDEHFZ&lid=LSTMOBH2Y7HKCYDEHFZ8B5XNL&marketplace=FLIPKART&page=10,"SAMSUNG Galaxy M35 5G (DayBreak Blue, 128 GB) Reviews",SAMSUNG Galaxy M35 5G,DayBreak Blue,8384.0,635.0,4.4,5.0,8499.0,128,awesome just wow best in the market best in the market wonderful must buy classy product wonderful highly recommended highly recommended,everything perfect segment camera also very good osame phone display best quality flipkart delivery boy greater service friendly behaviour thanks flipkart budget segmentno phone samsung br omg mobile im satisfieddem good k best phone best budget everything great model nice very nice mobile over excellent,5K-10K,45,5K-10K,45,Positive,2,Positive,1,1,36,14
51,https://www.flipkart.com/samsung-m05-mint-green-64-gb/product-reviews/itm31b7d648fd40f?pid=MOBH4Z9VZNVRFV85&lid=LSTMOBH4Z9VZNVRFV85HPX6CE&marketplace=FLIPKART,"SAMSUNG M05 (Mint Green, 64 GB) Reviews",SAMSUNG M05,Mint Green,978.0,45.0,4.2,4.6,9499.0,64,good choice classy product terrific purchase mindblowing purchase awesome valueformoney wonderful just wow mindblowing purchase valueformoney,good everything almost perfect price excellent soon excellent phone like medium product specialy used home good value money nice the first look product amazingthere heating problemit even look like cheap phoneits design battery performance good compared priceall give low price better lltle light use,5K-10K,44,5K-10K,44,Positive,2,Positive,1,1,41,33
51,https://www.flipkart.com/samsung-m05-mint-green-64-gb/product-reviews/itm31b7d648fd40f?pid=MOBH4Z9VZNVRFV85&lid=LSTMOBH4Z9VZNVRFV85HPX6CE&marketplace=FLIPKART&page=5,"SAMSUNG M05 (Mint Green, 64 GB) Reviews",SAMSUNG M05,Mint Green,978.0,45.0,4.2,4.7,9499.0,64,not good horrible very poor did not meet expectations not recommended at all,phone getting hang day slow response volume lowwwww speaker working properly battery draing fast according budget mobile camera design display everything fine battery work properly like mobile got charged morning am within night pm became anything except whatsap sometime got switched also even i went service center also checked mobile telling issue mobile according normal may software err plese guys dont buy electronics items flipkart bad experience its ok,5K-10K,69,5K-10K,69,Negative,0,Positive,1,1,41,33
42,https://www.flipkart.com/samsung-galaxy-m14-4g-sapphire-blue-64-gb/product-reviews/itm3193199adbbec?pid=MOBGYYZ8AGMMDB8H&lid=LSTMOBGYYZ8AGMMDB8HNOO7UJ&marketplace=FLIPKART,"SAMSUNG Galaxy M14 4G (Sapphire Blue, 64 GB) Reviews",SAMSUNG Galaxy M14 4G,Sapphire Blue,2696.0,109.0,4.1,4.0,13999.0,64,worth the money terrific hated it awesome delightful nice worth every penny nice product just okay just okay,looking good nice performance very nice everything ok buttery mh flipkart showing mh buttery good dont lie ever tell truth its mind blowing nice light weight it good best phone work after days use look good mah battery available mah its really good product,10K-15K,44,10K-15K,44,Positive,2,Positive,1,1,34,40
42,https://www.flipkart.com/samsung-galaxy-m14-4g-sapphire-blue-64-gb/product-reviews/itm3193199adbbec?pid=MOBGYYZ8AGMMDB8H&lid=LSTMOBGYYZ8AGMMDB8HNOO7UJ&marketplace=FLIPKART&page=10,"SAMSUNG Galaxy M14 4G (Sapphire Blue, 64 GB) Reviews",SAMSUNG Galaxy M14 4G,Sapphire Blue,2696.0,109.0,4.1,4.6,13999.0,64,awesome mindblowing purchase good quality product highly recommended terrific purchase very poor super perfect product fair nice product,top nice nice good quality nice i express told battery capacity kvahbutgivenless battery kvahsoits better replace battery thanks it mah but description mentioned mah battery contacted customer care said check vender themby image mentioned g g supportable budget prizes samsung good best price range good elder people samsung good,10K-15K,49,10K-15K,49,Positive,2,Positive,1,1,34,40
40,https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/product-reviews/itm3e7d6c7112d45?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART,"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB) Reviews",SAMSUNG Galaxy F15 5G,Groovy Violet,12669.0,1044.0,4.1,4.6,14999.0,128,dont waste your money nice product mindblowing purchase pretty good terrific just wow great product perfect product really nice samsung galaxy f15 5g a blend of power and affordability,i gave star rating due phone absence charger it frustrating companies include chargers even budget phones this consistent problem i encountered even i purchased s fe previously charger provided it serious issue needs attention appropriate authorities address the lack charger phone purchase becoming increasingly common practice industry impacti good normal usegood cameranegative g weight amazing phone price range violet doesnt look bad looks imagepros price k steal deal features amoled screen not many phones price android ootb years os updates android years security updates just wow one ui one ui core mindblowing got charger rs only mah battery gb ram variant expandable gb total gb so enough full hdcons phone awesome cases like looks camera quality display lags performance best mobile in low price range samsung brand g phoneback panel looking designed nice budget phone searching glass back cover good phone best phone price amoled display mah batterand years os updatewe use phone years without problem trustlybest phone awesome hai yarsamsung time favoriteworth the samsung galaxy f g solid addition midrange smartphone market offering compelling mix features attractive price point as proud owner device i confidently say delivers many fronts making worthy contender segment first foremost g connectivity standout feature in era fast reliable internet necessity g capability ensures stay connected times whether youre streaming,10K-15K,215,10K-15K,215,Positive,2,Positive,1,1,33,21
40,https://www.flipkart.com/samsung-galaxy-f15-5g-groovy-violet-128-gb/product-reviews/itm3e7d6c7112d45?pid=MOBGYBAVSDFYZFNY&lid=LSTMOBGYBAVSDFYZFNY0YSXRQ&marketplace=FLIPKART&page=10,"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB) Reviews",SAMSUNG Galaxy F15 5G,Groovy Violet,12669.0,1044.0,4.1,3.6,14999.0,128,excellent super brilliant nice does the job does the job decent product does the job decent product nice,premium looksboxy designsuperb screenamazing camarano charger good this best product worthfull product camera poor hanging issue slow working battery good display good good weight phone heavyits bulky over good phone lacking sometimes hanging phone good normal usesometimes mobile hangingcamera good performance bad i dont play game still phone lags day day activities dont buy airtel plan phone keeps getting locked even valid recharge conditions mentionedyou call airtel customer almost weekly airtel lock camera display design good,10K-15K,76,10K-15K,76,Positive,2,Positive,1,1,33,21
43,https://www.flipkart.com/samsung-galaxy-m15-5g-stone-grey-128-gb/product-reviews/itm3563d7d65a28e?pid=MOBGZTFWX6JCX3W4&lid=LSTMOBGZTFWX6JCX3W4G14E7P&marketplace=FLIPKART,"SAMSUNG Galaxy M15 5G (Stone Grey, 128 GB) Reviews",SAMSUNG Galaxy M15 5G,Stone Grey,375.0,21.0,4.1,4.5,15999.0,128,best in the market nice product highly recommended terrific simply awesome best in the market just okay good quality product very good wonderful highly recommended,its better budget range phone samsung good display good phone good product iam happy greet phone at this price i like samsung galaxy m g phone worth money very nice product samsung midrange bought phone months ago dont recommend buy phone bcoz lags go poco less price better performance phone overall good product great very good phone,15K-20K,57,15K-25K,57,Positive,2,Positive,1,1,35,44
43,https://www.flipkart.com/samsung-galaxy-m15-5g-stone-grey-128-gb/product-reviews/itm3563d7d65a28e?pid=MOBGZTFWX6JCX3W4&lid=LSTMOBGZTFWX6JCX3W4G14E7P&marketplace=FLIPKART&page=2,"SAMSUNG Galaxy M15 5G (Stone Grey, 128 GB) Reviews",SAMSUNG Galaxy M15 5G,Stone Grey,375.0,21.0,4.1,4.1,15999.0,128,best in the market terrific purchase pretty good awesome wonderful worthless does the job fair did not meet expectations worthless,budget friendly product battery backup super performance display super colouringnote buy adopter good mobile worth buying camera quality nice superb super good quality mobile very slow processor lagging display battery nice lags much camera average indoor outdoor camera average i poco m pro g earlier better camera display performance battery g better everything good lags alot like try open two apps simultaneously one apps closes automatically hard anything cant run apps simultaneously three finger screenshot also doesnt work very costly phone please dont buy heating issue ui stuck scrolling please dont waste money,15K-20K,93,15K-25K,93,Positive,2,Positive,1,1,35,44
47,https://www.flipkart.com/samsung-galaxy-s23-fe-graphite-256-gb/product-reviews/itme751066521899?pid=MOBGVTA2GWPSR57X&lid=LSTMOBGVTA2GWPSR57XIIBGXC&marketplace=FLIPKART,"SAMSUNG Galaxy S23 FE (Graphite, 256 GB) Reviews",SAMSUNG Galaxy S23 FE,Graphite,66641.0,4102.0,4.4,4.6,49999.0,256,great product nice awesome wonderful delightful must buy delightful wonderful super great product,i confused searching phone everyone tell battery heating issue still ordered phone using days heating issue yes agree battery drain say battery improve samsung normal tasking like social media phone calls lasts hrs so normal everyone you charge phone morning night simple charging also good mints phone full charge if the camera next level but im facing major heating issues battery drain issuesbut camera og camera quality amazing camera best fully satisfy camera display superb but bettary drawback could betterheating issue itover phone awesome except bettary heating one star cut awesome photography like apple must buy dont go negative reviewonly issue heating normally heat the camera aswome battery big problem phone new update heating issue solved nice design premium look overall good phone budget if hardcore gamer phone you looking nice camera nice design good looking go phone the camera good taking photos recording videos i bought phone big billion days sale gb gb variant the phone design awesome handy i installed office outlook teams work purposes installing app i felt slightly slow rest thing everything ok im sharing days using experience excellent product awesome phone,30K+,186,40K+,186,Positive,2,Positive,1,1,38,20
47,https://www.flipkart.com/samsung-galaxy-s23-fe-graphite-256-gb/product-reviews/itme751066521899?pid=MOBGVTA2GWPSR57X&lid=LSTMOBGVTA2GWPSR57XIIBGXC&marketplace=FLIPKART&page=10,"SAMSUNG Galaxy S23 FE (Graphite, 256 GB) Reviews",SAMSUNG Galaxy S23 FE,Graphite,66641.0,4102.0,4.4,4.3,49999.0,256,very good excellent super worth the money good just wow nice product just wow could be way better utterly disappointed,camera good captures clear pictures modesbuild also solid slight problem phone getting hang observed couple timesbattery backup upto mark issues best phone k budget overall fells flagship phone hand use nice picture quality battery backup low full charge used maximum hours daily task use ovell best best phone overall worthy price the samsung s fe solid phone several standout features the camera quality impressive capturing detailed vibrant photos it premium look feel sound quality excellent performancewise handles tasks efficiently smoothly however battery life downside requires charging least twice daypros camera excellent quality producing detailed vibrant photos design premium look feel sound quality clear robus camera super battery worst one day backup u r using watch connected via bluetooth u need charge pm fully charged morning bought flipkart sale worth feels premium hand clicks amazing photos camera beast features also next level price range problem battery need charge twice day hope resolved updates good camera battery worst u charge twice everyday even normal use and heats alot please dont buy phone heating mu,30K+,172,40K+,172,Positive,2,Positive,1,1,38,20
35,https://www.flipkart.com/samsung-1207/product-reviews/itmfdfbec07e7d22?pid=MOBHFWB35HMVFYAB&lid=LSTMOBHFWB35HMVFYABLPOEF2&marketplace=FLIPKART,SAMSUNG 1207 Reviews,SAMSUNG,Unknown,2067.0,126.0,3.1,4.3,1499.0,-1,very good very poor just okay wonderful unsatisfactory worthless good quality product super excellent not recommended at all,good mobile received complete different model thats duplicate copy samsung guru smbe instead samsung feature phone call loud speaker function samsung model its ok properly wo good product worst phone china phone phone working inserting sim cardflipkart wasted money super i happy good product nice very low sound,0-5K,48,<5K,48,Positive,2,Positive,1,1,29,51
35,https://www.flipkart.com/samsung-1207/product-reviews/itmfdfbec07e7d22?pid=MOBHFWB35HMVFYAB&lid=LSTMOBHFWB35HMVFYABLPOEF2&marketplace=FLIPKART&page=10,SAMSUNG 1207 Reviews,SAMSUNG,Unknown,2067.0,126.0,3.1,5.0,1499.0,-1,worthless very poor utterly disappointed excellent super waste of money terrific purchase hated it terrific purchase hated it,very poor product battery doesnt last even hour complete charging very bad productnot working month battery working after sometime speaker mice working properlybad product nice mobile grand mother she understanding easily using mobile very good p bad experience very nice very worst product gooood mobile networok problem,0-5K,47,<5K,47,Neutral,1,Negative,-1,0,29,51
38,https://www.flipkart.com/samsung-galaxy-a16-5g-light-green-128-gb/product-reviews/itmeb3b07d3eff44?pid=MOBH92ADEFDKEH3K&lid=LSTMOBH92ADEFDKEH3KXIMOHM&marketplace=FLIPKART,"SAMSUNG Galaxy A16 5G (Light Green, 128 GB) Reviews",SAMSUNG Galaxy A16 5G,Light Green,1028.0,81.0,4.2,4.7,16999.0,128,just wow simply awesome simply awesome super just okay great product fabulous worth the money terrific purchase awesome,very good phone thanks flipkart good product quality good i like awesome samsung a nice daily usagecamera quality meet expections rest features good go super product good happy,15K-20K,28,15K-25K,28,Positive,2,Positive,1,1,31,24
38,https://www.flipkart.com/samsung-galaxy-a16-5g-light-green-128-gb/product-reviews/itmeb3b07d3eff44?pid=MOBH92ADEFDKEH3K&lid=LSTMOBH92ADEFDKEH3KXIMOHM&marketplace=FLIPKART&page=8,"SAMSUNG Galaxy A16 5G (Light Green, 128 GB) Reviews",SAMSUNG Galaxy A16 5G,Light Green,1028.0,81.0,4.2,4.6,16999.0,128,good choice worst experience ever hated it classy product delightful highly recommended very poor wonderful terrible product did not meet expectations,very nice the finger print access stopped working within week camera quality bad good phone like the samsung galaxy a praised solid performance inch hd display longlasting mah battery users appreciate decent camera quality sleek design great value money making reliable choice seeking affordable wellrounded smartphone the phone software issue connecting internet however connected wifi showing internet due reason i unable use worth rupees hopeless quilty phone upto markslow charging ui waste,15K-20K,72,15K-25K,72,Negative,0,Positive,1,1,31,24
1,https://www.flipkart.com/apple-iphone-13-midnight-128-gb/product-reviews/itmca361aab1c5b0?pid=MOBG6VF5Q82T3XRS&lid=LSTMOBG6VF5Q82T3XRSOXJLM9&marketplace=FLIPKART,"Apple iPhone 13 (Midnight, 128 GB) Reviews",Apple iPhone 13,Midnight,287227.0,13761.0,4.6,5.0,52999.0,128,brilliant excellent must buy perfect product excellent best in the market wonderful terrific classy product just wow,i switch ios android years review might help migratorsit’s month using iphone experience design simple nonsense design expect white pink rest colours fingerprint magnets i seen colours i highly recommend pink it’s light pink makes girlish see really looks premium light pink colourfor rest except white aluminium frame wil i upgraded xs experience extraordinary the user interface camera good just love extraordinary device i shared photos clicked phone everyone idea good camera compared flagship devices the lens inside device efficient automatically reduces noise picture making crisp clear awesome phoneexcellent camera quality awesome battery backup amazing camera day batter backup improved brilliant ios oled display dolby speakers lot close eyes go one best handy smartphones ever great discount given flipkart big billion days too good best phone available price pointcamera comparable entry level dslrmarvellous dynamic rangethe performance unmatchableshifted ios years premium android smartphonesgo without second thought just amazing happy phone this awosome camera best here photos sharing guys best phone recent times i used life,30K+,164,40K+,164,Positive,2,Positive,1,1,0,29
1,https://www.flipkart.com/apple-iphone-13-midnight-128-gb/product-reviews/itmca361aab1c5b0?pid=MOBG6VF5Q82T3XRS&lid=LSTMOBG6VF5Q82T3XRSOXJLM9&marketplace=FLIPKART&page=10,"Apple iPhone 13 (Midnight, 128 GB) Reviews",Apple iPhone 13,Midnight,287227.0,13761.0,4.6,5.0,52999.0,128,classy product brilliant highly recommended highly recommended fabulous worth every penny awesome just wow excellent great product,just loved phone very impressed order phone best class awsm camera quality fastest speedvery happy product if u enough money surely go for italthogh big difference diagonal cameras make look different unique otherspro level mobile simple images taken randomly nice camera it’s first ever ios device i kinda loving total value money best ever budget smart phone thank flipkart delivering one day such amazing device bought family flipkart big billian sale thanks flipkart best phone go feels smooth really good camera really awesome performance also besti got best price totally worth and delivery speed awesome got daysso happy phonestarlight white classy n suberb that premium look exquisiteflawless ui better battery backupi satisfied purchasethere phone like iphone camera quality performance extraordinary awesome looking,30K+,122,40K+,122,Positive,2,Positive,1,1,0,29
50,https://www.flipkart.com/samsung-guru-music-2/product-reviews/itme2ac9119f5a0f?pid=MOBH8F36WYNWJKRP&lid=LSTMOBH8F36WYNWJKRPBWIWG0&marketplace=FLIPKART,SAMSUNG Guru Music 2 Reviews,SAMSUNG,Unknown,54.0,4.0,3.3,4.7,1599.0,-1,could be way better terrible product worst experience ever not recommended at all,charger supported charging issue worst product charges working speaker working bad product,0-5K,12,<5K,12,Negative,0,Negative,-1,0,29,51
46,https://www.flipkart.com/samsung-galaxy-s23-5g-cream-256-gb/product-reviews/itm745d4b532623e?pid=MOBGMFFXURCVYANE&lid=LSTMOBGMFFXURCVYANEPKS8JB&marketplace=FLIPKART,"SAMSUNG Galaxy S23 5G (Cream, 256 GB) Reviews",SAMSUNG Galaxy S23 5G,Cream,71773.0,4934.0,4.6,4.9,74999.0,256,classy product worth every penny best in the market worth every penny excellent wonderful must buy best in the market just wow good quality product,samsung galaxy series great features attractive price like alwayspros killer look handy weight balance super smooth scrolling experience display fast fingerprint sensor audio quality super battery hold almost day even heavy use gaming gaming experience smooth without lag phone reverse charging features charge gadgets wirelessly camera best part series awesome like always g connectivity i like product superb phone camera display quality awesomethere comparison segment from iphone mini thisbest phone portrait mode excellentnight mode performance goodpictures clear sharpcharging speed could better yes battery optimised well easily lasts day amazing product light weight best camera handy compact premium smart phone amazing camera good performancebest choice this best android device available dont like big phones want everything big phone doeverything super smooth heregreat camera quality great video recording capabilities thanks super stabilised videobattery great dont play much heavy games last whole daydisplay best segment super bright punchy colours awesome ofcourse samsung displayman processor what great nice phone best camera face id recognization average,30K+,161,40K+,161,Positive,2,Positive,1,1,37,11
46,https://www.flipkart.com/samsung-galaxy-s23-5g-cream-256-gb/product-reviews/itm745d4b532623e?pid=MOBGMFFXURCVYANE&lid=LSTMOBGMFFXURCVYANEPKS8JB&marketplace=FLIPKART&page=10,"SAMSUNG Galaxy S23 5G (Cream, 256 GB) Reviews",SAMSUNG Galaxy S23 5G,Cream,71773.0,4934.0,4.6,4.8,74999.0,256,great product super excellent super awesome worth every penny good perfect product brilliant excellent,i purchased phone flipkart goat sale got k gb variant using almost month camera display performance quite impressive i heavy user dont play games small screen due get excellent battery backup i charge day still get entire day backp s series also got samsung ai features much missing anything s seriess snapdragon gen processor com i using device almost year loving device day day especially security knox optimization ai features ui goodmy opinion design build quality compact phone performance even single issue lag faced till awesome optimization battery u get hours sot wifi hours g data one charge camera beat iphone easily beats iphone camera overvi the best compact phone market unless u get hands asus zenfone the best part battery life excellent phone size battery capacitywith moderate light use u easily churn hrs sot heavy use hrsthe display always fluid brightthe phone feels great hand due form factorcameras good toomain camera wide angle telephoto portraits night selfie how dont long term review moving apple samsungbattery great normal usage for gamers heavy usage good wont last whole day probablycamera goodgameplaybgmigenshin great wont lag much might see frame drops bgmi customs otherwise nolook feel premium especially green colorcompared apple refresh rate greatwe telephoto zoomcomparable battery lifeno lags using phoneconsui use improvementsp camera overall features nice if photography download expert raw app samsung try enhance skills night clicks also coming quite good processor superfast intensive usage leading heating alarming condition but bit heating going overall size quite handy i admire lot but major drawback battery upto mark comparing i phone one best phones money buy but left wanting bigger battery fast charging product goodcons while using cam heating issuebattery back lesswhen bought k provide case charming adoptor case charging adopotorpros processor cam display design looks premiumnote when i try sign numbers also coming means used one where ever mobile number required showing numbers mine also i seen minor scratch top phone flipkart simply cheated custom the phone gonna stand trial fire minimum years limit i use rest samsung decidehighly recommended people want invest rather purchase new year every year two its great phone buy u looking compact phone dont mistake i buy thin slim case enjoy phones slim bezels i bought armored case besels looks thick awesome camera good design display amazing and one ui i think best ui android advance intelligencethe problem i facing battery good you barely use whole day single charge,30K+,402,40K+,402,Positive,2,Positive,1,1,37,11
45,https://www.flipkart.com/samsung-galaxy-m35-5g-thunder-grey-128-gb/product-reviews/itm94360d23ec184?pid=MOBH2Z9YE2ZF9E6P&lid=LSTMOBH2Z9YE2ZF9E6PFT8JAV&marketplace=FLIPKART,"SAMSUNG Galaxy M35 5G (Thunder Grey, 128 GB) Reviews",SAMSUNG Galaxy M35 5G,Thunder Grey,582.0,39.0,4.4,4.3,18999.0,128,terrific purchase terrific purchase excellent terrific purchase fair really nice worth the money terrific good choice excellent,camerabettry performance r good its good protuct osm phone very good product not happy mobile performance good charging aspect w best choice nowadays the phone awesome very easy use camera mindblowing love productawesome camera battery life good happy good,15K-20K,39,15K-25K,39,Positive,2,Positive,1,1,36,46
